timestamp,v,w
1747995239.1136696,0.0,0.20943951023931956
1747995239.2130704,0.0,0.20943951023931956
1747995239.3130069,0.0,0.20943951023931956
1747995239.4124944,0.0,0.20943951023931956
1747995239.5142627,0.0,0.20943951023931956
1747995239.613106,0.0,0.20943951023931956
1747995239.7131608,0.0,0.20943951023931956
1747995239.8129864,0.0,0.20943951023931956
1747995239.9134774,0.0,0.20943951023931956
1747995240.013356,0.0,0.20943951023931956
1747995240.1126869,0.0,0.20943951023931956
1747995240.2141643,0.0,0.20943951023931956
1747995240.3129306,0.0,0.20943951023931956
1747995240.413264,0.0,0.20943951023931956
1747995240.5138998,0.0,0.20943951023931956
1747995240.6136632,0.0,0.20943951023931956
1747995240.713771,0.0,0.20943951023931956
1747995240.8137777,0.0,0.20943951023931956
1747995240.9142468,0.0,0.20943951023931956
1747995241.012875,0.0,0.20943951023931956
1747995241.1133535,0.0,0.20943951023931956
1747995241.2137806,0.0,0.20943951023931956
1747995241.3140252,0.0,0.20943951023931956
1747995241.4134533,0.0,0.20943951023931956
1747995241.5162265,0.0,0.20943951023931956
1747995241.61447,0.0,0.20943951023931956
1747995241.7147927,0.0,0.20943951023931956
1747995241.8129215,0.0,0.20943951023931956
1747995241.9126494,0.0,0.20943951023931956
1747995242.013093,0.0,0.20943951023931956
1747995242.1147063,0.0,0.20943951023931956
1747995242.212729,0.0,0.20943951023931956
1747995242.3132412,0.0,0.20943951023931956
1747995242.415399,0.0,0.20943951023931956
1747995242.513541,0.0,0.20943951023931956
1747995242.6161509,0.0,0.20943951023931956
1747995242.71311,0.0,0.20943951023931956
1747995242.813528,0.0,0.20943951023931956
1747995242.916476,0.0,0.20943951023931956
1747995243.0149636,0.0,0.20943951023931956
1747995243.112903,0.0,0.20943951023931956
1747995243.215523,0.0,0.20943951023931956
1747995243.3161767,0.0,0.20943951023931956
1747995243.4142046,0.0,0.20943951023931956
1747995243.5153716,0.0,0.20943951023931956
1747995243.6150463,0.0,0.20943951023931956
1747995243.713402,0.0,0.20943951023931956
1747995243.8133795,0.0,0.20943951023931956
1747995243.9133363,0.0,0.20943951023931956
1747995244.0136352,0.0,0.20943951023931956
1747995244.1124518,0.0,0.20943951023931956
1747995244.2130663,0.0,0.20943951023931956
1747995244.3138964,0.0,0.20943951023931956
1747995244.4143217,0.0,0.20943951023931956
1747995244.5161095,0.0,0.20943951023931956
1747995244.6202745,0.0,0.20943951023931956
