timestamp,x,y,vx,wz
1748462939.306875,7.059444389480955e-05,-1.0155520563581586e-06,2.591090765031222e-06,-6.780019510158739e-08
1748462939.345865,7.057496563523531e-05,-1.0154757076691638e-06,2.3267749339456525e-06,-7.933298452429032e-08
1748462939.3865829,7.056103338285913e-05,-1.0155724984155178e-06,3.7657741404260464e-06,-5.967086115295932e-08
1748462939.426188,7.054760095591172e-05,-1.0155517386555312e-06,3.640870035326704e-06,-6.971810295919565e-08
1748462939.4602222,7.05445174406341e-05,-1.0155225542112463e-06,3.0117882112234247e-06,-7.144458286655953e-08
1748462939.4976683,7.055174876872841e-05,-1.0154619421088061e-06,2.327595398656476e-06,-7.514756229187223e-08
1748462939.5418143,7.056974071887294e-05,-1.0155299449379332e-06,1.742594126400205e-06,-7.838091746417154e-08
1748462939.5910468,7.05962430797764e-05,-1.0155698471029027e-06,3.3538065087217884e-06,-5.717559733230103e-08
1748462939.6309252,7.060822636342826e-05,-1.0155323923679505e-06,3.0364111854888215e-06,-7.056727745724122e-08
1748462939.6636684,7.061932565815174e-05,-1.015581390155387e-06,4.507123028914794e-06,-5.498538429512084e-08
1748462939.6979287,7.061038795821776e-05,-1.015549149766892e-06,2.850075373371941e-07,-9.272878757368626e-08
1748462939.7327948,7.059600345127881e-05,-1.0155707657925512e-06,3.6302753930666456e-06,-7.00815767852999e-08
1748462939.769587,7.057900817167935e-05,-1.0156116687089745e-06,1.1171441545184307e-06,-7.684646537697583e-08
1748462939.8040369,7.056913574587603e-05,-1.0156027408330146e-06,3.2620486701538945e-06,-6.21814701606652e-08
1748462939.8421016,7.056421344003886e-05,-1.0156011242746772e-06,4.309030855856485e-06,-6.189615437908059e-08
1748462939.8788621,7.056831488403065e-05,-1.0155806317214264e-06,3.6808297093785908e-06,-6.628332801648215e-08
1748462939.9152658,7.058269856707368e-05,-1.0155319053697844e-06,3.0439457164773535e-06,-7.112011297642407e-08
1748462939.9555638,7.060756343527391e-05,-1.015524728216648e-06,2.326946600484364e-06,-7.393810273948297e-08
1748462939.9930186,7.063501384316436e-05,-1.015616686274248e-06,5.221146974755326e-06,-4.482530841596758e-08
1748462940.0378957,7.064366238108891e-05,-1.0155708257393664e-06,9.964190340933474e-07,-8.627954364905461e-08
1748462940.0765436,7.063820506060212e-05,-1.0155939881616343e-06,2.9715251017021566e-06,-7.593074423221812e-08
1748462940.1287267,7.063227805922714e-05,-1.0156283127105267e-06,3.2318174512423836e-06,-6.288880155033928e-08
1748462940.1835303,7.060449034904955e-05,-1.015521641732546e-06,1.5712485370199378e-06,-8.518609932185527e-08
1748462940.2247396,7.059611110016509e-05,-1.0155948246318173e-06,9.829109633298355e-07,-8.609949505348328e-08
1748462940.269264,7.059638189216188e-05,-1.0156433182916138e-06,2.579815877048494e-06,-6.335777912854254e-08
1748462940.3330963,7.060121598499744e-05,-1.0156399685566514e-06,4.512340765684165e-06,-5.1476433678678134e-08
1748462940.3866441,7.061247682282754e-05,-1.0156267339411135e-06,4.349461734949574e-06,-6.190427525351544e-08
1748462940.4424922,7.063394879840608e-05,-1.0155896936118054e-06,3.7194614685854955e-06,-6.50016421943636e-08
1748462940.5077543,7.065353867751677e-05,-1.015650250824294e-06,3.981289027123636e-06,-5.461742500469075e-08
1748462940.5727036,7.064830379559284e-05,-1.0155792484000223e-06,8.756429668939368e-07,-8.947315233840165e-08
1748462940.6138294,7.063504213945694e-05,-1.0156565552236276e-06,2.9268804953935035e-06,-7.628765764866621e-08
1748462940.6737156,7.062601683168249e-05,-1.0156182562511864e-06,9.745403418007676e-07,-8.677505673911562e-08
1748462940.7218602,7.06259234582655e-05,-1.015667496376763e-06,2.5678971858020587e-06,-6.40376695092326e-08
1748462940.7730443,7.063037776060317e-05,-1.0156645801302634e-06,4.500820837978747e-06,-5.1123694351572675e-08
1748462940.8135605,7.064126028469518e-05,-1.0156517247774501e-06,4.33967727708714e-06,-6.18092811207394e-08
1748462940.8577323,7.065661217028242e-05,-1.0156060377760764e-06,2.332211705611243e-06,-7.528409874674448e-08
1748462940.899005,7.066393384935991e-05,-1.015685772984927e-06,4.286101918305789e-06,-6.428566693879292e-08
1748462940.936125,7.066374412859007e-05,-1.0156868031138e-06,1.8211904423096262e-06,-7.352675787588286e-08
1748462940.9782116,7.064443979961602e-05,-1.0156873068783378e-06,2.917106657354811e-06,-7.512714356450557e-08
1748462941.0167882,7.063509221601963e-05,-1.0156497976127798e-06,9.644934120366084e-07,-8.629196856568335e-08
1748462941.0516908,7.063469224153565e-05,-1.0156988744957527e-06,2.5592113154141153e-06,-6.496356529944067e-08
1748462941.0896173,7.063884065899117e-05,-1.0156958550994778e-06,4.491997701611924e-06,-5.132708506996755e-08
1748462941.1264067,7.064941834018439e-05,-1.0156828956939419e-06,4.3301590929121705e-06,-6.141525040120387e-08
1748462941.1627867,7.06702108876037e-05,-1.0156461218924182e-06,3.7001618634395326e-06,-6.555598986563656e-08
1748462941.2020507,7.068912373948402e-05,-1.0157069183429338e-06,3.961303854323718e-06,-5.5100684529578184e-08
1748462941.2384598,7.068321665427105e-05,-1.0156361334325712e-06,8.563136846941049e-07,-8.93937222225904e-08
1748462941.2759657,7.066928554668533e-05,-1.0157136480660123e-06,2.907550873285744e-06,-7.639046398312743e-08
1748462941.3197987,7.065959414761945e-05,-1.0156755403673032e-06,9.551983311769509e-07,-8.713759091175837e-08
1748462941.3703477,7.065883802833236e-05,-1.015724952932863e-06,2.54838762558469e-06,-6.423783487673284e-08
1748462941.4188216,7.066263300119415e-05,-1.0157221936236977e-06,4.481443101699759e-06,-5.1219860876720975e-08
1748462941.4618182,7.067285924533969e-05,-1.0157094825230784e-06,4.320536427842897e-06,-6.201926764434197e-08
1748462941.5019996,7.06875579427619e-05,-1.0156639248302105e-06,2.3131425313358424e-06,-7.55211548271173e-08
1748462941.54276,7.069422915205242e-05,-1.0157437759528745e-06,4.267086491384131e-06,-6.445278985207878e-08
1748462941.5930643,7.069339191751885e-05,-1.0157449098745236e-06,1.8021737159931886e-06,-7.369486583136538e-08
1748462941.6481347,7.067344303810453e-05,-1.015745513285986e-06,2.898229189655946e-06,-7.53328458449643e-08
1748462941.7344491,7.066345357883683e-05,-1.0157080746857978e-06,9.456773780961202e-07,-8.648641696839401e-08
1748462941.8621366,7.066241448798892e-05,-1.0157572196770394e-06,2.54044333205904e-06,-6.513925532355871e-08
1748462941.9055803,7.06659264814008e-05,-1.0157542572715296e-06,4.473316223964477e-06,-5.1512459096349246e-08
1748462941.9774055,7.067587033272655e-05,-1.0157413447334667e-06,4.3115687647290355e-06,-6.160748610613072e-08
1748462942.1252103,7.069603159974137e-05,-1.0157046078750803e-06,3.6816404804471516e-06,-6.574018140197222e-08
1748462942.2753782,7.071431562474384e-05,-1.0157654326692304e-06,3.942841857812055e-06,-5.528208166433708e-08
1748462942.384561,7.07077820658007e-05,-1.0156946683232445e-06,8.379205358990892e-07,-8.957926766422986e-08
1748462942.4656396,7.070327376462847e-05,-1.015758805877855e-06,4.25178572539882e-06,-6.614691667038443e-08
1748462942.519827,7.068888763395566e-05,-1.0157390990309655e-06,9.315503887623125e-07,-8.637701849053583e-08
1748462942.643906,7.068745377706032e-05,-1.0157816656851029e-06,2.528610120302795e-06,-6.568716400426527e-08
1748462942.766632,7.069058244417339e-05,-1.0157791354946144e-06,4.46171058518475e-06,-5.168587859956895e-08
1748462942.9086347,7.07001427124821e-05,-1.0157665392429019e-06,4.30139683080016e-06,-6.145955807698311e-08
1748462943.0665596,7.07199229738728e-05,-1.0157301072976498e-06,3.6713933366927684e-06,-6.587421122616467e-08
1748462943.2192874,7.073782674708999e-05,-1.0157912269572148e-06,3.931514230048638e-06,-5.5523459204026346e-08
1748462943.3115602,7.073091744404833e-05,-1.0157207368855807e-06,8.274856455338031e-07,-8.96311561602007e-08
1748462943.3666186,7.07159878990065e-05,-1.015798527392521e-06,2.8787133099826446e-06,-7.662201694261744e-08
1748462943.509771,7.070530270061338e-05,-1.0157606772458814e-06,9.263332327940083e-07,-8.746590778417976e-08
1748462943.5792208,7.070355742301372e-05,-1.01581032675602e-06,2.519265835516373e-06,-6.454826242575146e-08
1748462943.7043881,7.070636799805474e-05,-1.0158077836392986e-06,4.452507418235083e-06,-5.1479434763113615e-08
1748462943.8486133,7.071561404729849e-05,-1.0157952714981293e-06,4.291942993278445e-06,-6.230015581531534e-08
1748462943.9375422,7.073508151918113e-05,-1.0157589048259817e-06,3.6620092752221654e-06,-6.594491626347219e-08
1748462944.0494246,7.075267419996853e-05,-1.015820088540623e-06,3.922422448573502e-06,-5.5207868161913086e-08
1748462944.1862931,7.07454546403488e-05,-1.0157496641981056e-06,8.182459504894942e-07,-8.98354237779589e-08
1748462944.2502494,7.074026328467166e-05,-1.0158141194548016e-06,4.2320916440231006e-06,-6.648028932011066e-08
1748462944.3220875,7.072519775022598e-05,-1.015794713770956e-06,9.118497253312099e-07,-8.6502981485652e-08
1748462944.468082,7.072308812844028e-05,-1.0158375646475205e-06,2.508710791552126e-06,-6.582501471263257e-08
1748462944.5520499,7.07255447302492e-05,-1.015835295713588e-06,4.441957331990387e-06,-5.19322857441869e-08
1748462944.6537888,7.073443624373596e-05,-1.0158229460463557e-06,4.281908859048535e-06,-6.16717943579595e-08
1748462944.7460816,7.074780644581963e-05,-1.0157777336297104e-06,2.274633649414213e-06,-7.590850882286564e-08
1748462944.9847016,7.076475500557338e-05,-1.0158372597215825e-06,3.925760274519774e-06,-5.687856268870478e-08
1748462945.172037,7.075722172617534e-05,-1.0157797079941063e-06,8.073693479762139e-07,-8.869177125882851e-08
1748462945.24592,7.075168342941401e-05,-1.0158440196366094e-06,4.2216189189925995e-06,-6.598284659714617e-08
1748462945.3248472,6.934165283865773e-05,-1.0117376290925877e-06,-8.741941106103944e-05,0.048268566149273155
1748462945.3829317,6.376194270493529e-05,-1.2439223322945578e-06,-0.0002228925989439215,0.12090243074678479
1748462945.4393177,5.484452914908959e-05,-1.7298691469302163e-06,-0.00027428412473059637,0.1481262966283088
1748462945.5190403,4.497465858165139e-05,-2.4285869117478483e-06,-0.0002889833244682486,0.16080964084011745
1748462945.6066062,3.321656250302079e-05,-3.224986716948865e-06,-0.0003778384324955138,0.2090011870601773
1748462945.6904428,1.8207764394725282e-05,-4.357623368467233e-06,-0.0004741613264296708,0.2548439718468691
1748462945.7523808,9.266488199628238e-07,-6.019947926359159e-06,-0.0005193321753012011,0.28186514411550706
1748462945.8131516,-1.756648780419545e-05,-7.6143674475322065e-06,-0.0005443073363982753,0.2950106355755372
1748462945.8696296,-3.66187556225361e-05,-9.64979742679464e-06,-0.0005630516820128027,0.30171981602571535
1748462945.935661,-5.650141914820864e-05,-1.1928831556903692e-05,-0.0006066136003033132,0.32208165543619593
1748462945.9875417,-7.760490979423523e-05,-1.4628740712241457e-05,-0.000632932031451663,0.33875744124813845
1748462946.0594568,-9.917008119261735e-05,-1.7509141469746428e-05,-0.0006306514248769247,0.33741312619576724
1748462946.113526,-0.0001206920121780305,-2.073554385276864e-05,-0.0006610284023013022,0.34270266515959774
1748462946.1554916,-0.00014267525308774842,-2.4382262189526415e-05,-0.0006557633238312918,0.35112918270160387
1748462946.216606,-0.0001649289129691259,-2.821131280400677e-05,-0.0006884320308573897,0.350290038366609
1748462946.3280003,-0.0001869237215566389,-3.228562003837686e-05,-0.0006867510419006351,0.34661384709563375
1748462946.3725996,-0.00020857276437500158,-3.6681159251395033e-05,-0.0006855280893192044,0.3404378867671736
1748462946.409487,-0.00022967945295623198,-4.1130011267159624e-05,-0.0006718456246902438,0.3315952625930992
1748462946.4515886,-0.00025041696983509255,-4.5798641829994654e-05,-0.0006670969080828414,0.32955353545494703
1748462946.4922853,-0.0002706928227663984,-5.064918187126393e-05,-0.0006720926922096175,0.32085581302694915
1748462946.537309,-0.00029024898532937826,-5.562060923344169e-05,-0.0006521521421319773,0.30778519920943614
1748462946.593729,-0.0003090959019937161,-6.0590184552306496e-05,-0.0005624161356509262,0.299619202351328
1748462946.6447923,-0.00032709635913492446,-6.561690590311472e-05,-0.0005488017260110188,0.28389023040587197
1748462946.6980913,-0.000344063747344342,-7.056337074298673e-05,-0.0005795292034259488,0.2666258365356803
1748462946.7465928,-0.00035980863453776503,-7.534385243078708e-05,-0.0005532217123559939,0.24729973283273501
1748462946.7874966,-0.00037449208343388765,-7.99373892750152e-05,-0.000442861757421137,0.23209614179298832
1748462946.855933,-0.0003882864807916862,-8.446907798186426e-05,-0.0004925299930465784,0.218792456876827
1748462946.9015164,-0.00040012754603655295,-8.853823684698225e-05,-0.00046677426529009093,0.17837235485671749
1748462946.9952085,-0.00041018659610100736,-9.205581958732163e-05,-0.00030275601999142583,0.15070513360948573
1748462947.0725138,-0.00041762227136675023,-9.50094736042785e-05,-0.00034096316498038396,0.10473228055370912
1748462947.1601517,-0.0004218056489530808,-9.691398631935532e-05,-0.00022040549065555464,0.04185587280873806
1748462947.2071257,-0.00042262623711018967,-9.747869644225082e-05,-0.00010621394134664077,-0.008603729193396581
1748462947.2668052,-0.0004220764262360751,-9.773765461619705e-05,3.8766127897527165e-05,-0.01131866531264732
1748462947.3242648,-0.0003931659566396645,-9.002619196047663e-05,0.0008892048253673201,0.007602234699026963
1748462947.480725,-0.0003355710614377391,-7.495066544090578e-05,0.001671866636877011,0.004503648908979702
1748462947.5748093,-0.00019938013044229887,-3.8120001015824836e-05,0.003991810598765715,-0.005363845114237555
1748462947.6262853,-1.485350135013758e-05,1.1747089742723274e-05,0.005619697036346017,-0.0010371690784936234
1748462947.6996,0.0001878485076604545,6.67127750790285e-05,0.005987894704226837,0.0032027227272008346
1748462947.7470682,0.00042901259965424693,0.00013203378048708928,0.007168344739494837,-0.00014632739790481307
1748462947.7939079,0.0006895533453681634,0.0002028056670191527,0.007965044341063314,-0.0017793292741119042
1748462947.8641186,0.0009793536774971223,0.000281462120724886,0.008650858730430824,0.0005553125924359953
1748462947.9432275,0.0012974989179724244,0.00036796180193090426,0.009532217219073824,0.0008054092215915769
1748462948.00547,0.0016549439938577009,0.0004651529298582062,0.010704634217079925,-0.000477869325241774
1748462948.0699704,0.002039855859336863,0.0005699370282726183,0.011765030943077888,-0.00033899481434098593
1748462948.1349883,0.0024537288154107815,0.000682646937568649,0.012636642216855135,0.00034033110442411565
1748462948.1876957,0.0029043036306934896,0.0008053793821292543,0.013517310478197634,8.457470854247291e-05
1748462948.2931836,0.003374036477715274,0.000933394465580356,0.014118135507530135,-0.00022758824778486942
1748462948.391942,0.0039005785327316353,0.001076975712610927,0.01582434204660866,5.781756339193604e-06
1748462948.4447453,0.0044637089533033775,0.0012305884564622477,0.016944898154509225,0.00013534018667142012
1748462948.525541,0.005054270928239853,0.0013917225318323331,0.017768328458786828,-3.647792683372902e-05
1748462948.622948,0.005682020643054274,0.0015630637897206135,0.01891900312756753,-5.3147997824077994e-05
1748462948.6745968,0.006355801481432395,0.0017470042223195264,0.0202884241202205,2.9279722952351334e-05
1748462948.7180865,0.007057387940079663,0.0019385893624423434,0.02116433106782472,2.818485799073835e-05
1748462948.7628057,0.007778089466240087,0.0021354289870879027,0.022001251738332766,-2.94507185064698e-05
1748462948.804718,0.008516233422991867,0.0023370441389014398,0.022309374725040097,-6.403279630126052e-06
1748462948.8454864,0.009272937625121162,0.0025437739679562105,0.023103962352569493,1.6806744848946523e-05
1748462948.8967664,0.01004820445379568,0.002755601663441495,0.023662284323430757,-1.192998475756313e-06
1748462948.9417343,0.010850338587133003,0.0029747865105863966,0.024278473252275563,-7.902179526371935e-06
1748462948.9850593,0.011670874475168107,0.0031990439250020176,0.025046866153231356,3.720192697914862e-07
1748462949.0257115,0.012509527332075679,0.0034282584667609285,0.02540412878301668,3.953856000713022e-06
1748462949.0771441,0.01336623086820605,0.0036624505375838297,0.02614844607713994,-2.3202137950396763e-06
1748462949.1158512,0.014249744695113925,0.003903974739119586,0.02677695861885609,-1.9652206835051967e-06
1748462949.1585727,0.015151297626386182,0.004150444177816863,0.027342333886232553,-1.3213482714570207e-06
1748462949.1976073,0.016070808984152158,0.004401872751030072,0.02788667778442348,9.091514630867426e-08
1748462949.2327616,0.017008419700699086,0.004658263190465141,0.02861592906504712,-6.796624106880842e-07
1748462949.2717614,0.017964103643026183,0.004919585067824467,0.02899179760745122,-1.253166233413146e-06
1748462949.3044314,0.01892848465168704,0.005183335143818379,0.02942847234866067,-6.02280957786802e-07
1748462949.3496635,0.019910888696675854,0.0054520029915113314,0.029828458276056114,-4.847029801186278e-07
1748462949.3911855,0.02091118875534262,0.005725564492357874,0.030366227344385172,-1.6913782673966855e-06
1748462949.4375167,0.02193819205208981,0.006006490451323411,0.031318832046637386,2.0127518763137042e-07
1748462949.4815485,0.022982951112856413,0.006292231079075641,0.031715794803798714,1.7012501340167669e-06
1748462949.5225708,0.024045684559943274,0.006582944259298843,0.03227681593280822,3.585716266211937e-06
1748462949.55942,0.02512584667968676,0.006878390520431294,0.032798343273171146,-2.851296693371212e-06
1748462949.5978162,0.026223802303925615,0.007178756507664453,0.03335319280643393,-4.61076502059369e-06
1748462949.64249,0.027339414272971173,0.007483908938051167,0.03387944677373039,1.9557886652709204e-06
1748462949.68204,0.028472847859136566,0.007794001896376822,0.0345847570696582,6.228035424391487e-07
1748462949.7418063,0.0296235958455282,0.00810878714337007,0.03495947502378264,-1.6606948937703494e-06
1748462949.7857332,0.03080166432947911,0.00843108626060775,0.035925056500932334,-3.052327750637079e-06
1748462949.837922,0.031996449276089606,0.008757919696031643,0.036292500597727304,-5.863625079097255e-07
1748462949.8841822,0.03321719804876951,0.009091908976335118,0.03724938792900167,1.3335522570426254e-06
1748462949.9333766,0.034455408911468616,0.009430642783901997,0.037619920885954256,-1.92583422971197e-06
1748462949.9802682,0.03571968827120701,0.00977650727154542,0.03842231716619307,-1.6256100775381448e-06
1748462950.0239477,0.03700135311788306,0.010127161110262626,0.03894779533964275,-5.890306156092371e-08
1748462950.0719786,0.03830186859539116,0.010482955831863594,0.03967990603525237,-1.0550736796013326e-07
1748462950.1345983,0.039626943667628506,0.010845454704553075,0.04026059968992938,-1.1665811089200148e-06
1748462950.1857586,0.040978346113973815,0.011215179005546347,0.04123423190849669,-9.194758752347526e-08
1748462950.2283387,0.04234648798835574,0.011589431575412161,0.0415638539129936,-1.278660356814052e-06
1748462950.2707705,0.043740089080712294,0.011970722035036881,0.0423514917289445,-4.6631103023182823e-07
1748462950.308417,0.04515123666428805,0.012356759697255365,0.04288065785514478,-2.09890054721559e-06
1748462950.3445761,0.04657892012019503,0.012747353250274268,0.043557812953097075,-1.5897994751449735e-07
1748462950.3821297,0.048015143075307805,0.013140247205338724,0.04366665064396434,3.4431749504341733e-06
1748462950.4209945,0.04946862222406836,0.013537889658217995,0.04434333960439345,2.929923109237205e-06
1748462950.459597,0.050939327725154714,0.013940210790785076,0.04471810557352789,-2.845909555702523e-06
1748462950.501054,0.0524265687273914,0.01434706187485863,0.045238582788650866,-5.028100787104387e-06
1748462950.54116,0.05393089530601663,0.014758616586920749,0.04587439928733872,1.7017987352759874e-06
1748462950.5752885,0.0554519239186394,0.015174692828263388,0.046255251484258096,1.5070498012412899e-06
1748462950.6155772,0.05698979861948608,0.015595412128182424,0.04691532112025376,-3.3145619853033264e-06
1748462950.6537008,0.05854442726998249,0.016020674181646002,0.04728193577831398,-1.3626087944501813e-06
1748462950.692579,0.06011589448241078,0.016450572586180715,0.047920876129358234,5.6404073686996245e-06
1748462950.7275152,0.06170439690206695,0.016885086133710387,0.04831297192250184,-1.027518707439976e-06
1748462950.7704628,0.0633016791127769,0.017322045424014616,0.048599404050409564,-4.3865063626988725e-07
1748462950.8184268,0.06492348524893637,0.017765663811243355,0.04934547492139272,-3.0223297400113436e-06
1748462950.8615823,0.06656183447565339,0.018213844870226,0.04984442438387016,-1.9252859418891066e-07
1748462950.8994732,0.06821717451445337,0.018666623649454355,0.05034937297453186,-1.8733914453765912e-06
1748462950.9407651,0.0698888943319657,0.019123924562951835,0.05085969464096748,5.491863907104886e-06
1748462950.9767559,0.07157707095918461,0.019585679821621297,0.051350216581511135,-6.260168623073183e-06
1748462951.014731,0.07328182260391566,0.02005201555230197,0.05198518371115894,9.460058740687959e-07
1748462951.0515208,0.07500367056861787,0.020522971423465142,0.05238019128890398,3.865170252078069e-06
1748462951.085576,0.07674135020500111,0.020998301455799638,0.053001792119742056,-1.0274827596009328e-06
1748462951.1242785,0.07848762030897269,0.021475941835835583,0.05314246373012838,-8.373210493697369e-07
1748462951.1668036,0.08025052705937956,0.021958150470830634,0.0537702634968772,-1.8610241727086113e-06
1748462951.2098606,0.08202917242045522,0.022444639959972295,0.05412985854676298,2.679078666644181e-06
1748462951.249383,0.0838244218989164,0.022935656758014716,0.054626307416009996,-2.003450912996591e-06
1748462951.3000963,0.08563609176643253,0.023431203303997745,0.05526171073615899,3.5605529157967583e-07
1748462951.3517332,0.0874720219957326,0.023933333296437247,0.0558592271149256,-1.5819469339668057e-06
1748462951.4062285,0.08933217680070676,0.024442127702880546,0.0565986267538567,-2.0435693109444862e-07
1748462951.4521453,0.09120855746677227,0.024955314054761223,0.05710297775650647,-1.777611342670876e-06
1748462951.502188,0.09310941935315124,0.025475237664240195,0.05783664047879622,-4.951063197980717e-06
1748462951.5445485,0.09502662385807709,0.025999585557561634,0.058328880703414354,-2.390817504332239e-06
1748462951.5843523,0.09695947049691891,0.026528248056074785,0.05895831697628125,2.580762880307301e-06
1748462951.636028,0.0989083589681872,0.02706126446029651,0.05930664055986816,7.32854346344963e-07
1748462951.6889262,0.10088213521345052,0.027601102959364573,0.060202309669536526,-1.6041250850286128e-06
1748462951.739963,0.10287113199579036,0.02814507062917922,0.06052062269307609,1.2076123515008331e-06
1748462951.7897055,0.10488378968474511,0.02869554320729672,0.06137284727319721,2.2811417834539695e-06
1748462951.8295338,0.1069127195885057,0.02925043902952352,0.06173706696761139,-5.148342128214682e-06
1748462951.8718162,0.10896512492127289,0.02981177016045365,0.06260506607552113,-2.508146736820003e-07
1748462951.9129815,0.11103326352594987,0.030377364423376185,0.0629261789955466,4.577690041636705e-06
1748462951.9639819,0.11311748131287044,0.030947400596926532,0.06342897223620389,2.7010726089888453e-06
1748462952.011834,0.11521732530965999,0.03152166954891892,0.06390126381552563,-7.637946804316704e-06
1748462952.0730968,0.11733268790212881,0.032100215962195026,0.06438537405128422,3.947991395737605e-06
1748462952.1260684,0.11947952887592721,0.032687323355263954,0.06531789574002231,1.049909960549356e-06
1748462952.1845694,0.12164172551301813,0.03327868230376935,0.06593269074404358,-3.421873055212424e-06
1748462952.2393157,0.1238281115960838,0.0338766017311993,0.06652342132486898,2.196621384683331e-06
1748462952.292394,0.12603779203398902,0.03448093687795379,0.06724021291822314,1.6086356020302456e-07
1748462952.3333519,0.12826283700441213,0.035089454848133604,0.06785917567250983,-4.37576095310388e-06
1748462952.3732216,0.13051028017889052,0.03570407187205394,0.06838839756289765,7.42493473500447e-09
1748462952.4137888,0.13277341576078106,0.03632301557983066,0.06903040845580964,1.5634334290081853e-06
1748462952.4551158,0.13505187059475954,0.03694609979859232,0.06933980942911475,2.3058480440355722e-06
1748462952.4954815,0.13734566526340136,0.037573420717508924,0.06981632455572931,2.134503120321515e-06
1748462952.5571988,0.1396546141187433,0.03820488506990417,0.07040752507749554,-1.8896130239085313e-06
1748462952.605319,0.1419867966629886,0.03884265475406167,0.07097345479839595,-3.1654649007033094e-06
1748462952.642176,0.14433437676434183,0.0394846896222533,0.07145875383745133,3.198221476314781e-06
1748462952.6839125,0.1466967563744252,0.04013075803820159,0.07205610586540794,-1.0333869813053167e-06
1748462952.7256339,0.1490747192514226,0.04078104636565246,0.07238190080701185,-2.0002248192056264e-06
1748462952.7667372,0.15146758979816644,0.041435461369789595,0.07284871719091462,2.779569442638565e-06
1748462952.81241,0.1538753808575407,0.04209394514580433,0.07343382305026694,-3.7048347619621463e-06
1748462952.8549774,0.15630561420205225,0.04275853591731275,0.07398040408300363,-2.4095403598984397e-06
1748462952.9189465,0.1587509792192925,0.04342729978430261,0.07445094402085414,1.7729029563932786e-06
1748462952.9583423,0.16121866953229683,0.044102129023066955,0.07512881902522954,-1.5516971803594827e-06
1748462953.0011656,0.1637014562271705,0.044781117910016544,0.0755842516721086,-1.1259094209481924e-06
1748462953.043987,0.16619897964448613,0.045464143359967,0.07617042989859338,-1.6786405893214006e-06
1748462953.0992947,0.16871163446108947,0.046151266687721765,0.07649748866725778,3.1693267211873427e-06
1748462953.1439686,0.17124702884511162,0.046844652123515955,0.07719191064106053,7.875242305883484e-07
1748462953.1935954,0.1737965708146422,0.04754186068815805,0.07761479363753424,-1.2711357630912475e-06
1748462953.2567976,0.17636122031394133,0.04824324853247714,0.07808856534755435,2.5445246043947634e-06
1748462953.301101,0.17895471882080502,0.04895251100789005,0.07909372126959947,-4.856604073905125e-06
1748462953.3467171,0.18156278418721414,0.04966573940329853,0.07940397033606765,-5.501523495163887e-06
1748462953.3873105,0.18418557110730985,0.050383008835936105,0.07997635978249665,5.634974335265597e-06
1748462953.4276867,0.1868231516565857,0.05110429700399288,0.08031455390141932,-5.960253497127094e-07
1748462953.4712412,0.1894749143942672,0.05182950158620449,0.08074682911748456,-2.890371967376423e-06
1748462953.527028,0.19214873003382496,0.05256072773149951,0.0815466712041243,9.84069816691368e-07
1748462953.5708454,0.19483705927087785,0.05329589617500725,0.08185354483325426,9.158330290419902e-07
1748462953.6132138,0.1975397689556243,0.05403503338898984,0.08241351887070636,-1.2361887179848236e-06
1748462953.6534114,0.2002640090587892,0.05478001769554855,0.08294114743043779,1.38906049496754e-06
1748462953.6967423,0.20300260092373065,0.05552897406003283,0.08339257035875766,1.5045823141466095e-06
1748462953.7370343,0.20575534338509457,0.05628178171623835,0.08395633475731357,-1.6619982589226605e-06
