timestamp,x,y,theta,vx,wz
1748975040.9557388,5.840416668664304e-05,-9.946286918911652e-07,9.948426464310704e-07,4.664089344373769e-06,-5.793512567920725e-08
1748975041.107649,5.8417089695801066e-05,-9.946253587473148e-07,9.958638312447445e-07,2.208051676031394e-06,-6.871530003984617e-08
1748975041.1837416,5.8404768357375336e-05,-9.945576268110442e-07,9.965366430324138e-07,1.955296148665924e-06,-8.341551900238865e-08
1748975041.2735608,5.8391966048991504e-05,-9.946415474595093e-07,9.972126575749514e-07,3.905235558072639e-06,-6.831854442688218e-08
1748975041.40739,5.8382439360861133e-05,-9.94607022906516e-07,9.97943077851012e-07,3.2936641149581492e-06,-7.087926217310392e-08
1748975041.4895816,5.8383294027965366e-05,-9.945632776056877e-07,9.988276115396104e-07,2.6567753509988715e-06,-7.340270302814237e-08
1748975041.6008587,5.839467955572822e-05,-9.945607031100336e-07,9.998168402652382e-07,1.9390910141812308e-06,-7.770450383686997e-08
1748975041.6878629,5.8416501026615796e-05,-9.94646041723709e-07,1.0008693776985203e-06,2.2302127153059025e-06,-6.541805525440464e-08
1748975041.7637815,5.8423425252488435e-05,-9.946255929416625e-07,1.0018144356652246e-06,3.3195574841144548e-06,-6.927789078525881e-08
1748975041.8304574,5.842969525819665e-05,-9.946553096882475e-07,1.0027027328722107e-06,3.5922866509228373e-06,-6.095629118281129e-08
1748975041.9222581,5.841402913162562e-05,-9.945446578495976e-07,1.003350114645797e-06,1.9199119202861185e-06,-8.295754946170355e-08
1748975042.0098934,5.840112408808906e-05,-9.946734042773868e-07,1.0040625414901363e-06,3.89467982138818e-06,-6.705272778516987e-08
1748975042.1076887,5.839128358981795e-05,-9.946384981432215e-07,1.0048076587433825e-06,3.283599873944469e-06,-7.13365517461102e-08
1748975042.2397306,5.839183180507173e-05,-9.945946550822587e-07,1.0056642126958276e-06,2.6468816310877717e-06,-7.415872758091589e-08
1748975042.3812165,5.8402912765782805e-05,-9.945919699627944e-07,1.0066464808243374e-06,1.9294395359915694e-06,-7.743991909072829e-08
1748975042.5962083,5.842443078803699e-05,-9.946772118961829e-07,1.0077103821406889e-06,2.2214062604957793e-06,-6.523825018258977e-08
1748975042.8074236,5.843993721632855e-05,-9.946854112409941e-07,1.0087082738544896e-06,4.644696468962297e-06,-5.862929172332229e-08
1748975042.9711545,5.845218479176394e-05,-9.946823128797851e-07,1.0097142542894018e-06,2.188151007560939e-06,-6.885828721066532e-08
1748975043.0906262,5.843919279412903e-05,-9.946147950134517e-07,1.0103885591651056e-06,1.935979276896331e-06,-8.3346131167399e-08
1748975043.2280095,5.842572180693777e-05,-9.94698924354351e-07,1.011060967172711e-06,3.885894256329973e-06,-6.860553037491672e-08
1748975043.350102,5.8415530423812764e-05,-9.946645958596448e-07,1.011779878312477e-06,3.2743767314174216e-06,-7.119261921955989e-08
1748975043.4671316,5.8415723512574995e-05,-9.94621007906086e-07,1.0126576867159435e-06,2.637550484800777e-06,-7.351261657503135e-08
1748975043.574971,5.842645040541905e-05,-9.946185900456581e-07,1.0136433903066176e-06,1.9199056159134477e-06,-7.784797453466949e-08
1748975043.7283974,5.844761625955503e-05,-9.947040705052974e-07,1.0146890174553546e-06,2.210947389701669e-06,-6.566431429963179e-08
1748975043.8795295,5.845388822347355e-05,-9.946837469459222e-07,1.0156262798262972e-06,3.3004911681770254e-06,-6.947918463285389e-08
1748975044.0658402,5.845950861280449e-05,-9.947135802034902e-07,1.0165088871099424e-06,3.573204774759551e-06,-6.111226414191405e-08
1748975044.1541576,5.844319590924349e-05,-9.946030242698672e-07,1.0171505715111007e-06,1.900985387114021e-06,-8.314801710737117e-08
1748975044.300212,5.842964688686656e-05,-9.947318641813243e-07,1.017856172794644e-06,3.875819612105525e-06,-6.72587738478077e-08
1748975044.3733892,5.8419165276618344e-05,-9.946970382481203e-07,1.0185947827780586e-06,3.2648100094633087e-06,-7.151858173449232e-08
1748975044.4222853,0.0012130200030147577,-9.989222309414014e-07,2.0955549720425185e-06,0.03404258963683557,2.7338761959046736e-05
1748975044.4700725,0.0035232062442855823,-1.0046936301202262e-06,2.6900021364756655e-06,0.06760803211456934,-1.427404440912957e-05
1748975044.5349047,0.006988772260331173,-1.0133249978976826e-06,2.3498230774702495e-06,0.1016254317549292,-2.1754151905874078e-05
1748975044.5896788,0.011609796683715158,-1.0217787434012397e-06,2.3599714544083083e-06,0.13562089342302733,-3.4110474734726916e-06
1748975044.6739361,0.017386288122396475,-1.0293556749217453e-06,2.6876371373982836e-06,0.16961066744666506,-5.554734069629323e-06
1748975044.749027,0.023504943723343698,-2.9419638817396954e-06,-0.0009614496285684492,0.1797323207788575,-0.06178366235204074
1748975044.8144953,0.029626979730231085,-1.6505828929551853e-05,-0.003629538142684472,0.17977360470215026,-0.07845463189710478
1748975044.8770812,0.035748116987604196,-4.518110542651618e-05,-0.005570625032851617,0.1797076612544452,-0.03701427913994402
1748975044.9253469,0.041867786896461,-8.236244723675686e-05,-0.006567185854217361,0.1797036301033234,-0.0306340978061416
1748975044.9661024,0.04798840890190804,-0.00012641267399783485,-0.007921848658917423,0.17974521050009362,-0.047181558948223214
1748975045.0071611,0.054109762649926355,-0.0001796725500527032,-0.009485782659371125,0.17974557036386024,-0.0412147686832198
1748975045.055082,0.0602306541055214,-0.00024138016981532431,-0.010630382811089656,0.1797313138203119,-0.02846016352474216
1748975045.099856,0.06635145892433304,-0.000309273590244563,-0.01157372648932045,0.17974182143930859,-0.028998403334848544
1748975045.1531026,0.07247272309235255,-0.00038317248838552276,-0.01260330252082278,0.1797549847425354,-0.030525559840406082
1748975045.2167218,0.07859414638795749,-0.00046323717105144625,-0.013555893372357216,0.1797557642195981,-0.025266267697494082
1748975045.2671075,0.08471552779668845,-0.0005485618654368773,-0.014326233617345963,0.17975824109315588,-0.02115896701664371
1748975045.3153906,0.09083707879681757,-0.0006383372218884272,-0.015028341725065677,0.179767267209058,-0.020534806979499595
1748975045.3617828,0.0969588758352724,-0.0007323326605410096,-0.015700294379863262,0.17977421765941093,-0.018812303699611274
1748975045.4051611,0.10308081072795076,-0.0008301916889629008,-0.016282740563529997,0.17977825281029627,-0.01573331092314066
1748975045.4495559,0.10920288330662571,-0.0009313289239326057,-0.016775283587230235,0.1797839301636863,-0.013698436003386832
1748975045.5029786,0.11532516578653723,-0.0010353123098273125,-0.017215062398195608,0.1797906967296684,-0.012331487719424859
1748975045.5427854,0.12144765962370223,-0.0011418344122751725,-0.017600718655635346,0.17979623781639106,-0.010464592312074743
1748975045.599438,0.12757034339916554,-0.0012505197912075093,-0.017919238753243513,0.17980124232059033,-0.008524996649622078
1748975045.6469421,0.13369323656161902,-0.0013609779118524637,-0.018179555249479593,0.17980668289958723,-0.0070166315486530784
1748975045.6977572,0.13981636121918212,-0.0014728895513796089,-0.018391744496715105,0.17981184662039365,-0.005606061948327282
1748975045.7407072,0.14593980504120072,-0.0015859757366827587,-0.018553929513050085,0.1801572899738102,-0.00407574805387835
1748975045.8160691,0.15206275015562545,-0.001699871999133623,-0.018665789124457852,0.179713721714487,-0.002683561962776674
1748975045.8811998,0.1581851174831191,-0.0018143452948726456,-0.018733422865461327,0.17963767896320654,-0.0014531366899789878
1748975045.9319184,0.16430632214805907,-0.0019290892375379177,-0.018759920221109744,0.18005011959339784,-0.00023391118579478885
1748975045.9947758,0.1704261948422538,-0.0020438511590474473,-0.01874539393222453,0.18001245808201785,0.0009566322812091334
1748975046.050353,0.1765447956943311,-0.0021583936229605857,-0.018691967350001646,0.179975015961176,0.002056539344548662
1748975046.1021576,0.1826620316238356,-0.0022724706421893026,-0.01860265368245814,0.17994844993187545,0.003074624180577836
1748975046.1476824,0.18877834415309036,-0.0023859018896390323,-0.018479550746079897,0.17994438241103236,0.004056180126471437
1748975046.2014878,0.1948939091496218,-0.002498451054522991,-0.01832369792488508,0.17948895036519869,0.0049994293419973685
1748975046.2521749,0.20100919255809618,-0.0026099765298628523,-0.018136598197914855,0.17954802522185734,0.005892961721346588
1748975046.3118432,0.20712468922709934,-0.0027202681881168486,-0.017919829848614465,0.17955678308975082,0.0067534315272247585
1748975046.3685925,0.21324053493825765,-0.0028291497061002186,-0.017674715342320832,0.17956176894459616,0.007571685049394353
1748975046.4281533,0.2193567535253792,-0.0029364737039034566,-0.01740300804120877,0.179562504300346,0.008323723006045865
1748975046.4764695,0.22547333796516494,-0.003042069921348766,-0.017106690221854678,0.17956088029665687,0.009031218382804731
1748975046.527241,0.23159028856380562,-0.0031457919390053524,-0.016786785002893552,0.17955597783629396,0.009715559688460197
1748975046.576477,0.23770760478990724,-0.0032474991682959354,-0.016444234348235023,0.17954634179439583,0.010364871125696142
1748975046.62359,0.2438252857830083,-0.0033470580303656535,-0.01608037995690914,0.17952936116549734,0.010973872658390244
1748975046.6960723,0.24994332749146303,-0.0034443428837497695,-0.015696415360955,0.17950021105105296,0.011552888330019561
1748975046.75994,0.2560617189676319,-0.0035392329011310715,-0.015293258201014535,0.17944900827784954,0.012105409988300637
1748975046.8248024,0.26218043543775715,-0.003631612740937946,-0.014871868985147113,0.17935143339256965,0.012628222028821244
1748975046.8791485,0.2682995427071422,-0.003721377443205921,-0.01443325338168012,0.17936893320354616,0.013120413083513563
1748975046.9328227,0.2744192542358022,-0.0038084252781359178,-0.013978549002928494,0.179516385682063,0.013579603012922175
1748975046.983598,0.2805393626465952,-0.003892660267786862,-0.01350842765157448,0.17963468593510926,0.014030143211948912
1748975047.0271976,0.28665988833874073,-0.003973988806854261,-0.013023268750481638,0.17973045431286158,0.014462126458716137
1748975047.0751233,0.2927808489203827,-0.0040523210661058805,-0.01252398094138665,0.17980854910835856,0.014863549716319849
1748975047.1272087,0.2989022577399624,-0.0041275731671636725,-0.012011467996986663,0.17987275478455994,0.015244020527723511
1748975047.184614,0.3050240364910232,-0.004199675341716773,-0.011486383347729423,0.17990182483991066,0.015603863617978832
1748975047.2294261,0.3111457868997729,-0.004268510662301132,-0.010949452401054225,0.18006171961707532,0.015937807962095936
1748975047.2858574,0.3172669172879495,-0.004334052682534883,-0.010401141674039712,0.1800262425877908,0.016279119308183494
1748975047.3337152,0.32338742570120016,-0.004396183548564069,-0.009841786353431255,0.1800102325383035,0.016586041639415797
1748975047.4026616,0.32950685715080824,-0.004454869439597293,-0.009272149172212151,0.17998552197428655,0.01688642213924402
1748975047.4799523,0.3356252966329747,-0.00451002776989138,-0.00869267529679679,0.1799489892668279,0.017166168253525727
1748975047.537988,0.3417427776723213,-0.004561610290729458,-0.008103736163021525,0.17992602674432387,0.017438142840458727
1748975047.5831714,0.3478595165974728,-0.0046095811951816865,-0.007505835498936026,0.17978860085772433,0.017698559562217466
1748975047.6334202,0.3539758404531926,-0.004653825247151171,-0.006899397633713341,0.17991058765747386,0.017943237011816757
1748975047.6853585,0.36009205185294046,-0.004694366513652298,-0.0062851460200628335,0.17981995496326403,0.01816972372209488
1748975047.731604,0.3662085414628351,-0.004731092691581178,-0.005663553773455554,0.17984625234646087,0.018377001969804106
1748975047.7902427,0.372325514216597,-0.00476403113692666,-0.005035176550592372,0.17987624897104532,0.01856840706402889
1748975047.8571386,0.3784430168799149,-0.004793092077809495,-0.004400230142234703,0.17990037810303683,0.01876566378682856
1748975047.897328,0.38456103022746724,-0.004818252046778589,-0.003758578293821055,0.1799220580508837,0.01896004271817271
1748975047.942428,0.39067955024006806,-0.004839471230626728,-0.003110647089610461,0.17994197873241427,0.019136355799918323
1748975048.0039015,0.39679856798836577,-0.004856717302738853,-0.0024569481894624037,0.1799614054365684,0.019302607803889888
1748975048.0618024,0.4029180838855405,-0.0048699500035477945,-0.0017976620899577862,0.1799797693942282,0.01946532219996259
1748975048.117053,0.4090380936632771,-0.004879135076269809,-0.001132976818449282,0.17999717954312683,0.01961994647739291
1748975048.1801794,0.4151585927180494,-0.004884238240168577,-0.00046321846680380074,0.1800242765559813,0.01975761045183718
1748975048.2289171,0.42127936097900687,-0.004885254989436272,0.00021111681343670421,0.1800185298366521,0.019892741002058692
1748975048.2830377,0.42740014938142706,-0.00488209313302422,0.000889922837742647,0.18002399229605257,0.020022080873251257
1748975048.355472,0.43352062877824327,-0.004874796396794775,0.00157327030685943,0.18001417963193367,0.020161029668154126
1748975048.416802,0.43964061680491867,-0.004863283365315755,0.0022608786193669046,0.17999429129401012,0.020271732656360737
1748975048.4911568,0.4457599436654205,-0.004847579498748468,0.0029523432643218657,0.17996825863277416,0.020385042024879254
1748975048.5495806,0.45187858749097964,-0.004827629618967188,0.003647818147382625,0.17995588084704706,0.02051365720191331
1748975048.6019397,0.4579965617357056,-0.004803388917053549,0.00434708127176137,0.17993471796244678,0.020604792314840775
1748975048.6572313,0.46411398940963844,-0.0047748904580471475,0.005049928682765069,0.17992419313469285,0.020716504021265035
1748975048.712946,0.47023103208635003,-0.00474210174256759,0.0057560237711541205,0.17991269462040277,0.020809444093721798
1748975048.7577083,0.47634794390114565,-0.004704939192333308,0.006465388753188302,0.17991544470707901,0.020919715506729657
1748975048.8135278,0.4824649333121484,-0.004663428777597621,0.0071778213668189485,0.17992179516629053,0.020994497110127706
1748975048.8727796,0.4885821939848891,-0.0046175725374561225,0.007892648230422687,0.17993082262087545,0.02105266960405866
1748975048.9210541,0.4946998445372566,-0.004567289938658515,0.00860997351133303,0.17994558041814268,0.02113710868346713
1748975048.9690607,0.5008179654973842,-0.0045126275800869585,0.00932995022035814,0.17996042559277334,0.021213908985878202
1748975049.039887,0.5069365486888401,-0.004453546687302463,0.010052507335692086,0.17997486340435084,0.021288410669314355
1748975049.163238,0.5130555852299573,-0.004390031967585747,0.01077752455548693,0.17998948517502297,0.021358383888016627
1748975049.253502,0.5191749339789075,-0.004322077093476632,0.011504677434745942,0.17999797256971992,0.0214214990727229
1748975049.3391542,0.5252944363193257,-0.0042496430586194955,0.012234015925152594,0.1800009386456874,0.021474071108763912
1748975049.4107869,0.5314138782625479,-0.004172774444064329,0.012965517742990785,0.17999879134740232,0.02154937097780917
1748975049.4982648,0.5375331115112646,-0.004091403411800218,0.013699119276495097,0.17998981680344628,0.021596047394333278
1748975049.5644467,0.5436519798442954,-0.004005532515952085,0.014434684113854138,0.1799834687954488,0.021664930298882685
1748975049.6312814,0.5497703749398687,-0.003915171025437754,0.015172042485017845,0.179966812701961,0.021704088649496946
1748975049.6893582,0.5558882751772504,-0.0038202978432998786,0.015911365969831847,0.17995818530429786,0.02177913705488409
1748975049.7484727,0.5620056765559944,-0.003720899138668001,0.01665255969415905,0.17994540329044778,0.02182888792342339
1748975049.82774,0.5681226663553139,-0.003616965072082303,0.01739551021235349,0.17993478416763228,0.02186573581726232
1748975049.88059,0.5742393606596908,-0.0035084687476790496,0.01814007195737265,0.17993175298747027,0.021917849355412234
1748975049.943994,0.5803558733077089,-0.003395442208624877,0.018886092121172583,0.17993199610063687,0.021970574761229447
1748975049.9973676,0.5864723657329325,-0.0032778223494874473,0.01963369563437474,0.179935964120004,0.02201718766361795
1748975050.0691602,0.5925889493420552,-0.003155638634813921,0.020382608409774083,0.17993988550438567,0.022034704262789175
1748975050.1356652,0.5987057251781589,-0.0030288231427250192,0.021132751835068034,0.17995113201349827,0.02207623267129755
1748975050.183881,0.6048227498362883,-0.002897435529217895,0.021884071434242144,0.17996184349950203,0.022122799133929
1748975050.2744265,0.6109400103258907,-0.0027614402616943754,0.022636699909443267,0.17997028742912824,0.022162060570552828
1748975050.3823402,0.6170574472637111,-0.002620828331047181,0.023390742798115764,0.17997742173120296,0.022198425204216412
1748975050.4758787,0.6231749901989144,-0.0024755799941018446,0.02414588999395939,0.17998322984511259,0.022231100368383164
1748975050.5524862,0.6292925306316378,-0.002325691328464652,0.024902088854281124,0.17998295413687587,0.022246735168206713
1748975050.6372337,0.6354099358575351,-0.002171217404974426,0.025659505542160965,0.17998293370699825,0.022302239517617544
1748975050.7188637,0.6415271190124484,-0.0020120619644783924,0.026418143486866198,0.17997832339742645,0.022325054154544298
1748975050.7973943,0.6476439769721589,-0.0018483089915403213,0.027177794963029047,0.17997164555334214,0.02236328979003845
1748975050.8607612,0.6537604684196388,-0.0016798915837049385,0.027938419364556617,0.1799625920365669,0.02238077029385784
1748975050.919299,0.6598765632556128,-0.0015067927667829703,0.028700125672004254,0.17995439989312192,0.022410840735412864
1748975050.9699132,0.6659922740120856,-0.0013291010232957705,0.02946313116644827,0.17994986810532518,0.022466121200665858
1748975051.030388,0.6721076661858989,-0.0011466854294098256,0.030227097337360162,0.179944436678638,0.022469701306617653
1748975051.079844,0.67822277468742,-0.0009596485796242719,0.030991635102498954,0.17994290984834127,0.02250890854901401
1748975051.1374366,0.6843377129690629,-0.0007678982340886,0.03175743003242101,0.17994311248178105,0.0225442991721578
1748975051.2008996,0.6904525378201045,-0.0005714911102784547,0.03252400928520826,0.179944174661211,0.022557964420386135
1748975051.250591,0.6965673238399777,-0.00037036166500401023,0.03329134747910755,0.1799486460460384,0.022588730709379848
1748975051.3017392,0.7026821438855447,-0.00016452730128265047,0.03405951832640697,0.17995581487207124,0.022611293670467072
1748975051.367154,0.7087970120010816,4.5989908100143906e-05,0.03482835571566411,0.1799592889982669,0.022621918284180545
1748975051.4676006,0.7149119197831412,0.000261223903364911,0.03559813140667435,0.17996508909861353,0.02265346764184693
1748975051.5289695,0.7210268187664618,0.0004811971865841179,0.03636883977917281,0.1799696810758385,0.02268067148056857
1748975051.5760753,0.7271416700157961,0.0007058949424893702,0.037140223591714816,0.17997417351433104,0.022705714096212665
1748975051.6396115,0.7332564052987119,0.0009352850819026784,0.03791224395870103,0.1799719382295468,0.02271186050867534
1748975051.7272804,0.7393709558234144,0.001169431330627699,0.03868509238131189,0.1799740301940928,0.022752851949343064
1748975051.7772694,0.7454852555129126,0.0014082882886177896,0.03945876225214558,0.17996787119585916,0.022755455126354244
1748975051.835517,0.7515992520637949,0.001651894003120365,0.04023308152803262,0.17996725984888887,0.022780677982061553
1748975051.886843,0.7577128964566415,0.0019001858161833433,0.04100814093834447,0.1799607370655421,0.02281234597143559
1748975051.931038,0.763826198326967,0.0021532688379644984,0.0417841325499931,0.17995720101429735,0.02282805388798577
1748975051.9906664,0.7699391389828124,0.002411032016887166,0.0425606710086017,0.1799524462822609,0.02285200237431234
1748975052.0481458,0.7760517640980633,0.002673601509934012,0.04333784627922809,0.1799486616440549,0.02285554335648832
1748975052.0980387,0.7821640987950231,0.0029408612508151828,0.04411564439785787,0.17994949545120184,0.022901723592149124
1748975052.1468782,0.7882761938384112,0.0032129198576746286,0.04489450734372296,0.17994733156531398,0.022914795469969374
1748975052.199872,0.7943880873963626,0.003489697826454018,0.045673883782512754,0.17994954678124894,0.022928754215483634
1748975052.2821448,0.8004998535160711,0.003771275939686416,0.046453564761975305,0.1799539416694447,0.02295373126806932
1748975052.36842,0.8066114979625376,0.004057607803478988,0.047234212690751703,0.17995334583982184,0.022964502133317743
1748975052.4478362,0.8127230430768168,0.00434873805371327,0.04801547306711645,0.17995939382644663,0.02298643758720749
1748975052.5024538,0.8188345054409696,0.004644658838782859,0.04879704132678351,0.17996441564067092,0.022999492468240103
1748975052.566575,0.8249458298824405,0.004945324556573128,0.04957945426952612,0.17996447448647662,0.023024942271104343
1748975052.6507354,0.8310570033678341,0.005250827460886266,0.05036264730596737,0.17996911782600278,0.023052987812728423
1748975052.7232227,0.8371679798287608,0.005561096535912194,0.051146151498475276,0.17996872039481543,0.023051486042767386
1748975052.7999306,0.8432787123536922,0.00587618950918563,0.051930176170490026,0.1799667469361867,0.023066667650855285
1748975052.898958,0.8493891432714606,0.00619602178079188,0.05271532146989811,0.17996695403944085,0.023113717946849105
1748975052.956701,0.8554992473401166,0.006520673602578881,0.053500817804681036,0.1799608240817792,0.023093245404618008
1748975053.0349474,0.8616089851256501,0.00685011782459877,0.05428674111545293,0.17996006130081682,0.023135073690352077
1748975053.1054983,0.8677183569397872,0.007184367651548377,0.05507349024628666,0.17995519026810736,0.023140514720014552
1748975053.1599994,0.8738273667264029,0.007523427670296935,0.05586076082150914,0.1799558140678315,0.023168983286111673
1748975053.220424,0.8799360233222442,0.00786726591013972,0.05664864412001478,0.17995256257480377,0.023187697502111842
1748975053.2677023,0.8860443710421333,0.008215961188732464,0.057437211555768496,0.17995020589747232,0.02318988417322651
1748975053.3225,0.8921524270133774,0.008569419765096,0.058226390593838835,0.1799534110436349,0.023223907692997744
1748975053.3860366,0.8982602165167655,0.008927711530622448,0.059015961489138555,0.17995008603780696,0.023225071417576876
1748975053.446013,0.9043677604251914,0.009290835574047819,0.059806283571263934,0.17995380490147253,0.023254150082405414
1748975053.5409725,0.9104750880644212,0.009658812027658377,0.06059695604277357,0.17995819926695356,0.023268673137262032
1748975053.5989559,0.9165821989347713,0.010031585112726529,0.061388176780726396,0.17995770034175254,0.02328308996863067
1748975053.666398,0.922689094953293,0.0104092439005821,0.06218020603423823,0.17996197935379415,0.023314331046401366
1748975053.719823,0.9287957688411294,0.010791707127461104,0.06297271479401993,0.1799614916685186,0.023311254148153205
1748975053.7818508,0.9349021891356779,0.011179056048183854,0.06376570748415829,0.17996625937949567,0.023340788858698662
1748975053.8645377,0.9410083221521529,0.011571217800794733,0.06455931961544457,0.17996399175407213,0.02335719609564615
1748975053.939875,0.9471141430056713,0.011968252690482776,0.06535373451075878,0.17996611909259924,0.02338129619312843
1748975054.0108187,0.9532196062959556,0.012370109564793893,0.06614850449015622,0.17996089927964806,0.02337701346983046
1748975054.0897007,0.9593247031864743,0.012776851750873066,0.06694364691956194,0.1799631882240472,0.023401359120840525
1748975054.1630943,0.965429400916681,0.013188417327401471,0.06773934663037341,0.17995869399990408,0.02341865834200262
1748975054.225921,0.9715336989945212,0.013604874647131941,0.06853594051734561,0.17995638208573306,0.023433045232425155
1748975054.2929928,0.9776375960137845,0.01402613856087657,0.06933304449273009,0.17995559332312158,0.023457312413739346
1748975054.3571682,0.9837411205942127,0.014452285902711274,0.07013058529100287,0.1799536003102237,0.023465008315972757
1748975054.4164505,0.9898442677904551,0.014883308728782544,0.07092870683943946,0.17995528288359153,0.023492977924589976
